Subj,Trial,vWTP,MarketChange,AbsMarketChange,group_0placebo
1,50,0,-0.788380672,0.788380672,0
1,23,0,-0.771276361,0.771276361,0
1,5,0,-0.725034111,0.725034111,0
1,53,0,-0.668430222,0.668430222,0
1,183,0,-0.600139401,0.600139401,0
1,129,0,-0.597885628,0.597885628,0
1,199,0,-0.445628528,0.445628528,0
1,173,0,-0.411056851,0.411056851,0
1,76,0,-0.281706061,0.281706061,0
1,100,-1,-0.242783925,0.242783925,0
1,109,0,-0.205823325,0.205823325,0
1,125,0,-0.157743791,0.157743791,0
1,147,0,-0.112384821,0.112384821,0
1,17,0,-0.025212551,0.025212551,0
1,164,0,-0.005901601,0.005901601,0
1,163,0,0.008740533,0.008740533,0
1,1,0,0.066160981,0.066160981,0
1,37,0,0.07596178,0.07596178,0
1,54,0,0.247622181,0.247622181,0
1,133,0,0.348428874,0.348428874,0
1,82,0,0.455117986,0.455117986,0
1,65,0,0.509153043,0.509153043,0
1,73,0,0.570260897,0.570260897,0
1,51,0,0.812162747,0.812162747,0
1,149,0,0.822994979,0.822994979,0
1,3,0,0.82412847,0.82412847,0
1,102,0,0.85500229,0.85500229,0
1,148,0,0.985078167,0.985078167,0
1,195,0,1.003475385,1.003475385,0
1,168,0,1.105012132,1.105012132,0
1,124,-1,1.354452992,1.354452992,0
1,152,0,1.377516331,1.377516331,0
1,6,-1,1.40586448,1.40586448,0
1,146,0,1.539996457,1.539996457,0
1,114,0,1.610604488,1.610604488,0
1,128,-1,1.64669252,1.64669252,0
1,166,0,1.672705527,1.672705527,0
1,85,1,1.700186629,1.700186629,0
1,136,0,1.791134438,1.791134438,0
1,198,0,1.831349368,1.831349368,0
1,94,0,1.835750118,1.835750118,0
1,42,0,1.91226736,1.91226736,0
1,200,0,1.912725735,1.912725735,0
1,58,0,1.919281451,1.919281451,0
1,40,0,1.950241194,1.950241194,0
1,62,0,1.979729031,1.979729031,0
1,132,0,1.996390046,1.996390046,0
1,172,0,2.018719435,2.018719435,0
1,135,0,2.027518359,2.027518359,0
1,110,0,2.04418231,2.04418231,0
1,34,0,2.148042079,2.148042079,0
1,93,0,2.192890004,2.192890004,0
1,138,0,2.215281443,2.215281443,0
1,151,0,2.318096721,2.318096721,0
1,141,0,2.319022465,2.319022465,0
1,27,0,2.61917813,2.61917813,0
1,190,0,2.84255725,2.84255725,0
1,28,0,2.849570051,2.849570051,0
1,48,0,2.967426928,2.967426928,0
1,8,0,3.00816387,3.00816387,0
1,21,0,3.103208115,3.103208115,0
1,18,0,3.205372352,3.205372352,0
1,86,0,3.36975211,3.36975211,0
1,171,0,3.589471815,3.589471815,0
1,181,0,3.622360642,3.622360642,0
1,9,0,3.649690142,3.649690142,0
1,36,0,3.692797006,3.692797006,0
1,4,0,3.732726993,3.732726993,0
1,87,0,3.808925276,3.808925276,0
1,59,0,3.828004308,3.828004308,0
1,185,1,3.949878243,3.949878243,0
1,12,0,4.034892648,4.034892648,0
1,107,0,4.068528551,4.068528551,0
1,20,0,4.111558395,4.111558395,0
1,30,0,4.130184505,4.130184505,0
1,72,0,4.19196731,4.19196731,0
1,81,0,4.197353353,4.197353353,0
1,144,0,4.215563727,4.215563727,0
1,182,-1,4.258297752,4.258297752,0
1,24,0,4.262910611,4.262910611,0
1,44,0,4.267217278,4.267217278,0
1,22,-1,4.283736272,4.283736272,0
1,32,0,4.445417636,4.445417636,0
1,131,0,4.563280349,4.563280349,0
1,192,0,4.597973489,4.597973489,0
1,161,0,4.750163596,4.750163596,0
1,143,0,4.782202602,4.782202602,0
1,101,0,5.026321529,5.026321529,0
1,69,0,5.040822121,5.040822121,0
1,71,0,5.114500867,5.114500867,0
1,157,0,5.145569796,5.145569796,0
1,89,0,5.180264248,5.180264248,0
1,118,0,5.214557236,5.214557236,0
1,197,0,5.320481964,5.320481964,0
1,92,0,5.393577392,5.393577392,0
1,105,0,5.485715465,5.485715465,0
1,174,0,5.518029951,5.518029951,0
1,159,0,5.55343258,5.55343258,0
1,196,0,5.569989983,5.569989983,0
1,165,0,5.830719598,5.830719598,0
1,134,0,5.950979087,5.950979087,0
1,169,0,6.396274655,6.396274655,0
1,99,-1,6.441639015,6.441639015,0
1,77,0,6.500110557,6.500110557,0
1,10,0,6.569659047,6.569659047,0
1,91,0,6.589071308,6.589071308,0
1,11,0,7.056081483,7.056081483,0
1,126,0,7.094309909,7.094309909,0
1,19,0,7.163297718,7.163297718,0
1,104,0,7.477537746,7.477537746,0
1,47,0,7.59669027,7.59669027,0
1,112,0,7.610348623,7.610348623,0
1,139,0,7.712698436,7.712698436,0
1,90,0,7.901511213,7.901511213,0
1,153,0,8.104989361,8.104989361,0
1,38,0,8.402310911,8.402310911,0
1,66,0,9.457827107,9.457827107,0
1,63,-1,10.46264743,10.46264743,0
1,70,0,12.80734352,12.80734352,0
1,119,0,14.56026946,14.56026946,0
2,106,3,-15.92927521,15.92927521,0
2,64,0,-13.92333923,13.92333923,0
2,185,0,-12.79932517,12.79932517,0
2,42,0,-12.44299927,12.44299927,0
2,126,0,-11.82284387,11.82284387,0
2,148,0,-10.95059677,10.95059677,0
2,34,0,-9.9825684,9.9825684,0
2,87,0,-9.757435166,9.757435166,0
2,57,0,-9.436649362,9.436649362,0
2,146,0,-9.375435812,9.375435812,0
2,136,0,-8.749697471,8.749697471,0
2,29,0,-8.550458214,8.550458214,0
2,96,0,-8.171258253,8.171258253,0
2,156,0,-8.063020489,8.063020489,0
2,3,0,-8.05317402,8.05317402,0
2,55,0,-7.911201749,7.911201749,0
2,94,0,-7.460091796,7.460091796,0
2,13,0,-7.321715606,7.321715606,0
2,23,0,-7.08757139,7.08757139,0
2,70,0,-6.94356851,6.94356851,0
2,110,0,-6.937283131,6.937283131,0
2,65,0,-6.894542001,6.894542001,0
2,160,0,-6.518363296,6.518363296,0
2,137,0,-6.515853212,6.515853212,0
2,119,0,-6.463811941,6.463811941,0
2,28,0,-5.632818231,5.632818231,0
2,11,0,-5.476614106,5.476614106,0
2,18,0,-5.315737744,5.315737744,0
2,46,0,-5.21457131,5.21457131,0
2,16,0,-5.188018009,5.188018009,0
2,125,0,-5.075620608,5.075620608,0
2,143,0,-5.049977061,5.049977061,0
2,80,0,-5.022690176,5.022690176,0
2,164,0,-4.897317875,4.897317875,0
2,175,0,-4.869885158,4.869885158,0
2,59,0,-4.811084125,4.811084125,0
2,40,0,-4.615854365,4.615854365,0
2,170,0,-4.560590011,4.560590011,0
2,186,0,-4.533781206,4.533781206,0
2,162,0,-4.522842389,4.522842389,0
2,77,1,-4.517159067,4.517159067,0
2,191,0,-4.405531912,4.405531912,0
2,113,0,-4.170259563,4.170259563,0
2,38,0,-4.139186051,4.139186051,0
2,116,0,-4.098478318,4.098478318,0
2,51,1,-4.080356136,4.080356136,0
2,45,0,-4.068869298,4.068869298,0
2,4,1,-3.993212172,3.993212172,0
2,131,1,-3.938769013,3.938769013,0
2,48,1,-3.772694211,3.772694211,0
2,183,0,-3.580405621,3.580405621,0
2,2,-50,-3.567747862,3.567747862,0
2,192,0,-3.479392285,3.479392285,0
2,76,0,-3.217889244,3.217889244,0
2,10,0,-3.158822745,3.158822745,0
2,109,0,-3.062840862,3.062840862,0
2,33,0,-2.926686136,2.926686136,0
2,67,0,-2.892352426,2.892352426,0
2,24,0,-2.882372287,2.882372287,0
2,150,0,-2.846055775,2.846055775,0
2,157,0,-2.843351701,2.843351701,0
2,198,0,-2.775289818,2.775289818,0
2,177,0,-2.553129963,2.553129963,0
2,138,0,-2.494765779,2.494765779,0
2,134,0,-2.446747578,2.446747578,0
2,74,0,-2.381218087,2.381218087,0
2,99,0,-2.327475229,2.327475229,0
2,122,0,-2.205646495,2.205646495,0
2,135,0,-2.162391934,2.162391934,0
2,21,0,-2.002482858,2.002482858,0
2,166,0,-1.890915422,1.890915422,0
2,188,0,-1.711536273,1.711536273,0
2,39,0,-1.67475564,1.67475564,0
2,172,0,-1.633829242,1.633829242,0
2,1,0,-1.60915882,1.60915882,0
2,120,0,-1.605894184,1.605894184,0
2,103,0,-1.498686722,1.498686722,0
2,128,0,-1.370007852,1.370007852,0
2,176,0,-1.195361881,1.195361881,0
2,86,0,-1.137906329,1.137906329,0
2,173,0,-0.977083107,0.977083107,0
2,141,0,-0.905596185,0.905596185,0
2,190,0,-0.871729718,0.871729718,0
2,151,0,-0.851934974,0.851934974,0
2,144,0,-0.848109273,0.848109273,0
2,130,0,-0.838654359,0.838654359,0
2,36,0,-0.786591399,0.786591399,0
2,171,0,-0.701632708,0.701632708,0
2,98,0,-0.694342589,0.694342589,0
2,155,0,-0.672519893,0.672519893,0
2,194,0,-0.625155585,0.625155585,0
2,78,0,-0.591080315,0.591080315,0
2,115,0,-0.330139908,0.330139908,0
2,178,0,-0.314755298,0.314755298,0
2,197,0,-0.283233642,0.283233642,0
2,107,0,-0.227243239,0.227243239,0
2,199,0,-0.209379932,0.209379932,0
2,95,0,-0.107997926,0.107997926,0
2,50,0,-0.007712464,0.007712464,0
2,79,0,0.141523604,0.141523604,0
2,142,0,0.189233161,0.189233161,0
2,14,0,0.240905443,0.240905443,0
2,7,0,0.253539883,0.253539883,0
2,169,0,0.348888645,0.348888645,0
2,124,0,0.377327378,0.377327378,0
2,43,0,0.595146158,0.595146158,0
2,174,0,0.717775447,0.717775447,0
2,85,0,0.747814704,0.747814704,0
2,83,0,0.789730482,0.789730482,0
2,72,0,0.809993811,0.809993811,0
2,71,0,0.836826548,0.836826548,0
2,102,0,0.932991589,0.932991589,0
2,123,0,0.990468475,0.990468475,0
2,49,0,1.012853615,1.012853615,0
2,118,0,1.057897503,1.057897503,0
2,132,0,1.120247107,1.120247107,0
2,73,0,1.145906735,1.145906735,0
2,168,0,1.312903789,1.312903789,0
2,89,0,1.317414164,1.317414164,0
2,84,0,1.33513068,1.33513068,0
2,37,0,1.358087227,1.358087227,0
2,41,0,1.571700607,1.571700607,0
2,92,0,1.586350183,1.586350183,0
2,117,0,1.733743183,1.733743183,0
2,27,0,1.737554356,1.737554356,0
2,180,0,1.755823075,1.755823075,0
2,81,0,1.762469746,1.762469746,0
2,165,0,1.775961843,1.775961843,0
2,149,0,1.873573379,1.873573379,0
2,187,0,1.876389727,1.876389727,0
2,181,0,1.889954565,1.889954565,0
2,63,0,1.957362407,1.957362407,0
2,139,0,2.080212451,2.080212451,0
2,90,0,2.140734958,2.140734958,0
2,93,0,2.193136838,2.193136838,0
2,104,0,2.198727673,2.198727673,0
2,184,0,2.219999977,2.219999977,0
2,145,0,2.306452906,2.306452906,0
2,88,0,2.408114258,2.408114258,0
2,62,0,2.429973448,2.429973448,0
2,161,0,2.47282843,2.47282843,0
2,47,0,2.571502457,2.571502457,0
2,22,0,2.726321921,2.726321921,0
2,44,1,2.756487874,2.756487874,0
2,159,0,3.034442657,3.034442657,0
2,154,0,3.049972209,3.049972209,0
2,121,0,3.334751707,3.334751707,0
2,66,0,3.358705423,3.358705423,0
2,100,0,3.713742292,3.713742292,0
2,101,0,3.769160801,3.769160801,0
2,112,0,3.849759473,3.849759473,0
2,58,0,3.905734193,3.905734193,0
2,56,0,4.023350775,4.023350775,0
2,54,0,4.068544386,4.068544386,0
2,30,0,4.123847656,4.123847656,0
2,5,0,4.306906098,4.306906098,0
2,152,0,4.319410585,4.319410585,0
2,97,0,4.32912669,4.32912669,0
2,111,0,4.352805308,4.352805308,0
2,193,0,4.420242806,4.420242806,0
2,158,0,4.64547661,4.64547661,0
2,6,0,4.72570687,4.72570687,0
2,129,0,4.76975794,4.76975794,0
2,114,0,4.986745701,4.986745701,0
2,189,1,4.987210807,4.987210807,0
2,75,0,5.022599095,5.022599095,0
2,9,0,5.026446005,5.026446005,0
2,60,0,5.112193861,5.112193861,0
2,163,0,5.205808965,5.205808965,0
2,133,0,5.491132936,5.491132936,0
2,52,0,5.547355743,5.547355743,0
2,53,0,5.654865578,5.654865578,0
2,179,0,5.689909312,5.689909312,0
2,20,0,5.943932218,5.943932218,0
2,25,0,6.106468448,6.106468448,0
2,31,0,6.438713337,6.438713337,0
2,200,0,6.450113306,6.450113306,0
2,15,0,6.543021061,6.543021061,0
2,153,0,6.651482441,6.651482441,0
2,82,0,6.667518514,6.667518514,0
2,91,0,6.768129277,6.768129277,0
2,68,0,6.91857911,6.91857911,0
2,19,0,6.998697645,6.998697645,0
2,196,0,8.39685482,8.39685482,0
2,182,1,8.558156562,8.558156562,0
2,35,0,9.05755173,9.05755173,0
2,12,0,9.318629616,9.318629616,0
2,167,0,9.440672969,9.440672969,0
2,61,0,10.28333748,10.28333748,0
2,140,0,10.37650863,10.37650863,0
2,127,0,10.37703835,10.37703835,0
2,105,0,10.64631578,10.64631578,0
2,195,0,10.8411624,10.8411624,0
2,69,0,11.25770474,11.25770474,0
2,17,99,11.63782543,11.63782543,0
2,147,0,11.7054404,11.7054404,0
2,26,0,11.90579368,11.90579368,0
2,108,1,17.06032313,17.06032313,0
3,43,0,-16.07889958,16.07889958,0
3,86,2,-14.96680123,14.96680123,0
3,71,2,-14.30419994,14.30419994,0
3,157,13,-13.84317704,13.84317704,0
3,23,1,-13.12955603,13.12955603,0
3,107,21,-12.82141927,12.82141927,0
3,85,1,-10.07003377,10.07003377,0
3,35,0,-9.99953968,9.99953968,0
3,138,0,-9.830754298,9.830754298,0
3,109,0,-8.856635958,8.856635958,0
3,42,1,-8.643449149,8.643449149,0
3,13,1,-8.505320512,8.505320512,0
3,53,1,-8.023493099,8.023493099,0
3,186,2,-7.106363583,7.106363583,0
3,7,1,-6.583972395,6.583972395,0
3,89,0,-6.326603636,6.326603636,0
3,187,0,-6.291669726,6.291669726,0
3,52,0,-6.173542649,6.173542649,0
3,147,0,-6.158518718,6.158518718,0
3,164,0,-5.847511651,5.847511651,0
3,5,-2,-5.842735827,5.842735827,0
3,105,2,-5.83399014,5.83399014,0
3,73,0,-5.755016905,5.755016905,0
3,63,0,-5.624907461,5.624907461,0
3,114,-1,-5.584049679,5.584049679,0
3,22,0,-5.494284125,5.494284125,0
3,20,0,-5.492460543,5.492460543,0
3,196,0,-5.310153655,5.310153655,0
3,99,2,-5.140263794,5.140263794,0
3,3,0,-5.007758505,5.007758505,0
3,55,2,-4.99280731,4.99280731,0
3,182,1,-4.978783535,4.978783535,0
3,54,2,-4.855659261,4.855659261,0
3,77,0,-4.811571952,4.811571952,0
3,181,4,-4.78912201,4.78912201,0
3,21,1,-4.61708454,4.61708454,0
3,173,3,-4.419215095,4.419215095,0
3,141,0,-4.358329922,4.358329922,0
3,163,6,-4.25182147,4.25182147,0
3,17,0,-4.209223406,4.209223406,0
3,150,2,-4.168729498,4.168729498,0
3,34,0,-4.150141677,4.150141677,0
3,191,0,-4.091673653,4.091673653,0
3,92,-2,-4.01554364,4.01554364,0
3,190,1,-4.014871387,4.014871387,0
3,153,1,-3.98098087,3.98098087,0
3,166,2,-3.913583896,3.913583896,0
3,184,0,-3.824470615,3.824470615,0
3,125,6,-3.816423146,3.816423146,0
3,128,4,-3.788645117,3.788645117,0
3,4,0,-3.743752468,3.743752468,0
3,12,1,-3.709188763,3.709188763,0
3,97,1,-3.658002129,3.658002129,0
3,124,0,-3.652973151,3.652973151,0
3,110,3,-3.605080039,3.605080039,0
3,64,4,-3.518914609,3.518914609,0
3,123,4,-3.410890918,3.410890918,0
3,146,3,-3.37827367,3.37827367,0
3,174,8,-3.279183077,3.279183077,0
3,70,5,-3.241261921,3.241261921,0
3,65,2,-3.085301403,3.085301403,0
3,178,6,-3.084445513,3.084445513,0
3,81,0,-3.006283109,3.006283109,0
3,115,0,-2.972903464,2.972903464,0
3,33,8,-2.935753165,2.935753165,0
3,156,1,-2.924508782,2.924508782,0
3,179,2,-2.894957383,2.894957383,0
3,133,0,-2.846733243,2.846733243,0
3,119,2,-2.789707383,2.789707383,0
3,6,0,-2.703102292,2.703102292,0
3,175,1,-2.630355419,2.630355419,0
3,79,0,-2.441123504,2.441123504,0
3,136,8,-2.347287839,2.347287839,0
3,46,1,-2.336530838,2.336530838,0
3,139,0,-2.274781868,2.274781868,0
3,140,0,-2.249818219,2.249818219,0
3,145,2,-2.224141337,2.224141337,0
3,195,0,-2.074130577,2.074130577,0
3,152,4,-1.832741515,1.832741515,0
3,75,3,-1.636244071,1.636244071,0
3,27,0,-1.51296741,1.51296741,0
3,193,2,-1.433888023,1.433888023,0
3,151,0,-1.23405362,1.23405362,0
3,176,2,-1.20144155,1.20144155,0
3,98,6,-1.144838228,1.144838228,0
3,117,2,-1.132123544,1.132123544,0
3,100,1,-1.101050266,1.101050266,0
3,106,0,-0.964066268,0.964066268,0
3,197,-6,-0.928541275,0.928541275,0
3,113,1,-0.875639587,0.875639587,0
3,122,2,-0.664723198,0.664723198,0
3,30,1,-0.662941327,0.662941327,0
3,9,0,-0.636169983,0.636169983,0
3,40,1,-0.598307494,0.598307494,0
3,185,1,-0.329417091,0.329417091,0
3,32,5,-0.276978293,0.276978293,0
3,45,0,0.061913616,0.061913616,0
3,69,0,0.08176216,0.08176216,0
3,183,0,0.181796567,0.181796567,0
3,127,3,0.325350361,0.325350361,0
3,108,1,0.37179997,0.37179997,0
3,165,1,0.390369412,0.390369412,0
3,170,6,0.427473908,0.427473908,0
3,37,0,0.446049691,0.446049691,0
3,158,6,0.464269783,0.464269783,0
3,129,2,0.553832661,0.553832661,0
3,168,2,0.55501136,0.55501136,0
3,68,0,0.559396584,0.559396584,0
3,102,0,0.674028787,0.674028787,0
3,160,0,0.696111169,0.696111169,0
3,96,2,0.770204943,0.770204943,0
3,26,0,0.775250611,0.775250611,0
3,41,2,1.065106985,1.065106985,0
3,103,2,1.094649863,1.094649863,0
3,36,1,1.121029342,1.121029342,0
3,95,1,1.207574804,1.207574804,0
3,31,1,1.223501406,1.223501406,0
3,49,2,1.381137852,1.381137852,0
3,172,0,1.394645667,1.394645667,0
3,144,0,1.430253461,1.430253461,0
3,76,3,1.491853059,1.491853059,0
3,2,48,1.574834914,1.574834914,0
3,200,2,1.647388148,1.647388148,0
3,57,-15,1.729034427,1.729034427,0
3,131,1,1.875756448,1.875756448,0
3,120,1,1.955200695,1.955200695,0
3,112,1,1.990319684,1.990319684,0
3,24,0,2.029314678,2.029314678,0
3,48,2,2.154824733,2.154824733,0
3,58,1,2.294470922,2.294470922,0
3,192,0,2.438528957,2.438528957,0
3,116,0,2.443527836,2.443527836,0
3,60,0,2.517207851,2.517207851,0
3,83,0,2.583537993,2.583537993,0
3,80,0,2.695652358,2.695652358,0
3,162,0,2.802890792,2.802890792,0
3,28,4,2.947524845,2.947524845,0
3,188,0,3.062326322,3.062326322,0
3,78,5,3.144686629,3.144686629,0
3,130,1,3.317631765,3.317631765,0
3,47,0,3.478918849,3.478918849,0
3,121,0,3.515162077,3.515162077,0
3,177,3,3.531971301,3.531971301,0
3,161,2,3.608904532,3.608904532,0
3,199,0,3.709620625,3.709620625,0
3,104,5,3.76787843,3.76787843,0
3,154,4,3.825005217,3.825005217,0
3,15,2,3.874616551,3.874616551,0
3,126,1,3.892294386,3.892294386,0
3,62,0,4.039061865,4.039061865,0
3,94,0,4.212394076,4.212394076,0
3,72,0,4.277516914,4.277516914,0
3,148,2,4.322959965,4.322959965,0
3,39,0,4.364913322,4.364913322,0
3,137,2,4.422303063,4.422303063,0
3,61,0,4.53801947,4.53801947,0
3,1,26,4.579186378,4.579186378,0
3,171,0,4.823251081,4.823251081,0
3,155,2,4.973862785,4.973862785,0
3,84,2,5.161358725,5.161358725,0
3,74,5,5.405628693,5.405628693,0
3,18,8,5.467531431,5.467531431,0
3,90,1,5.500538585,5.500538585,0
3,66,0,5.570280888,5.570280888,0
3,56,-1,5.609905086,5.609905086,0
3,91,0,5.689160063,5.689160063,0
3,14,0,5.765711597,5.765711597,0
3,67,1,5.770881063,5.770881063,0
3,87,0,5.847739637,5.847739637,0
3,93,0,5.896092035,5.896092035,0
3,198,0,6.161407839,6.161407839,0
3,135,0,6.307763913,6.307763913,0
3,149,0,6.355743982,6.355743982,0
3,88,1,6.543052896,6.543052896,0
3,59,0,6.547486819,6.547486819,0
3,194,2,7.024950762,7.024950762,0
3,143,0,7.067129955,7.067129955,0
3,134,0,7.316851942,7.316851942,0
3,111,2,7.32910451,7.32910451,0
3,25,3,7.480267815,7.480267815,0
3,16,1,7.646791397,7.646791397,0
3,180,3,7.81402452,7.81402452,0
3,159,3,7.935995402,7.935995402,0
3,142,1,7.993512458,7.993512458,0
3,50,1,8.279291253,8.279291253,0
3,8,0,8.310067119,8.310067119,0
3,189,0,8.396759162,8.396759162,0
3,101,1,8.439245823,8.439245823,0
3,118,5,8.681502888,8.681502888,0
3,29,0,8.950223555,8.950223555,0
3,10,3,9.023880376,9.023880376,0
3,38,0,9.482507177,9.482507177,0
3,51,0,9.639807555,9.639807555,0
3,167,4,10.08479761,10.08479761,0
3,132,2,10.81771152,10.81771152,0
3,44,2,10.90355001,10.90355001,0
3,169,0,11.88474575,11.88474575,0
3,82,0,12.5324723,12.5324723,0
3,19,2,13.04649354,13.04649354,0
4,189,8,-18.94912978,18.94912978,0
4,120,11,-17.58126046,17.58126046,0
4,172,-8,-13.72089399,13.72089399,0
4,164,-9,-12.91331529,12.91331529,0
4,58,-12,-12.55638351,12.55638351,0
4,34,-16,-11.57595962,11.57595962,0
4,108,-8,-11.20985393,11.20985393,0
4,117,-12,-10.61789349,10.61789349,0
4,86,-6,-10.48759547,10.48759547,0
4,8,17,-9.636488836,9.636488836,0
4,62,-8,-9.003845597,9.003845597,0
4,1,6,-8.512884365,8.512884365,0
4,55,-22,-8.276665943,8.276665943,0
4,166,-4,-8.235089162,8.235089162,0
4,81,-7,-8.093506107,8.093506107,0
4,52,-3,-7.981685804,7.981685804,0
4,135,-8,-7.302765864,7.302765864,0
4,154,-10,-7.245287238,7.245287238,0
4,109,-6,-7.053005063,7.053005063,0
4,43,-8,-6.970651892,6.970651892,0
4,132,-8,-6.84086855,6.84086855,0
4,121,-14,-6.762793267,6.762793267,0
4,129,-7,-6.149092912,6.149092912,0
4,77,-13,-6.102200036,6.102200036,0
4,163,-4,-6.079348361,6.079348361,0
4,171,-4,-5.999591563,5.999591563,0
4,48,-4,-5.83221197,5.83221197,0
4,85,-12,-5.511543911,5.511543911,0
4,6,9,-5.347959805,5.347959805,0
4,180,-5,-5.314618716,5.314618716,0
4,89,-11,-5.244651059,5.244651059,0
4,29,-7,-5.230216808,5.230216808,0
4,22,-26,-4.929457058,4.929457058,0
4,186,-3,-4.896381859,4.896381859,0
4,65,-6,-4.840332502,4.840332502,0
4,19,-10,-4.77008682,4.77008682,0
4,143,-8,-4.732946169,4.732946169,0
4,149,-3,-4.573072227,4.573072227,0
4,41,-9,-4.482499002,4.482499002,0
4,183,-5,-4.194573697,4.194573697,0
4,72,-13,-4.126788046,4.126788046,0
4,39,-7,-4.110251288,4.110251288,0
4,107,-6,-3.939848423,3.939848423,0
4,141,-2,-3.922459438,3.922459438,0
4,21,-7,-3.892228767,3.892228767,0
4,91,-6,-3.674888174,3.674888174,0
4,139,-9,-3.474588189,3.474588189,0
4,126,-3,-3.317937143,3.317937143,0
4,128,-9,-3.245134249,3.245134249,0
4,47,-5,-3.212110847,3.212110847,0
4,105,-5,-3.17211251,3.17211251,0
4,199,-4,-2.895431242,2.895431242,0
4,197,-7,-2.877372334,2.877372334,0
4,83,-8,-2.837056406,2.837056406,0
4,28,-15,-2.809583066,2.809583066,0
4,174,-5,-2.801337573,2.801337573,0
4,102,-8,-2.726066194,2.726066194,0
4,53,-8,-2.700753597,2.700753597,0
4,167,-5,-2.687551359,2.687551359,0
4,161,-6,-2.495840367,2.495840367,0
4,151,-7,-2.466643509,2.466643509,0
4,124,-12,-2.252184413,2.252184413,0
4,137,-12,-2.160157766,2.160157766,0
4,35,-12,-2.15993306,2.15993306,0
4,96,-9,-2.09490579,2.09490579,0
4,150,-6,-1.630680142,1.630680142,0
4,73,-8,-1.563350464,1.563350464,0
4,74,10,-1.454541929,1.454541929,0
4,191,-6,-1.42340221,1.42340221,0
4,136,-7,-1.390227564,1.390227564,0
4,9,0,-1.354083015,1.354083015,0
4,175,-9,-1.272168833,1.272168833,0
4,99,-4,-1.260278445,1.260278445,0
4,32,-12,-1.219331264,1.219331264,0
4,184,-4,-1.030754272,1.030754272,0
4,134,-7,-0.987298679,0.987298679,0
